Income,Credit Score,Loan Amount,Decision
103757,761,142417,Reject
61346,796,121087,Reject
111196,791,52831,Approve
107124,643,148395,Reject
72220,756,104148,Reject
47942,789,79978,Reject
79167,819,122153,Reject
66373,615,108252,Reject
97143,677,117462,Reject
32016,651,89474,Reject
99110,601,136203,Reject
76309,847,127075,Reject
37274,831,108233,Reject
45748,660,32609,Reject
50175,731,99019,Approve
41826,725,30523,Reject
113008,651,142474,Reject
64129,640,46989,Reject
100009,779,120462,Reject
53490,630,71277,Reject
71435,753,130265,Reject
105017,754,124700,Reject
38520,720,87819,Reject
113106,650,91772,Reject
91877,825,60577,Approve
49798,694,130262,Reject
84638,775,23105,Approve
99072,610,121856,Reject
97309,735,105395,Reject
59894,611,21838,Reject
92963,698,110333,Reject
84567,644,44437,Reject
65326,633,102815,Reject
85059,804,140297,Reject
35079,818,91449,Reject
55838,671,138099,Reject
117340,774,134176,Reject
77109,847,137696,Reject
115211,620,45560,Reject
55594,640,46208,Reject
72749,802,138358,Reject
66292,621,55658,Reject
104534,620,67355,Reject
109233,755,63003,Approve
81818,794,134027,Reject
43429,670,75437,Reject
87748,613,34646,Reject
78807,678,70560,Reject
37140,672,138560,Reject
93226,651,106597,Reject
44901,770,78679,Reject
118815,798,60214,Approve
58525,675,64597,Reject
50491,618,42873,Reject
98816,626,23458,Reject
64980,745,57165,Approve
38078,612,107803,Reject
119521,706,83994,Approve
78704,728,34582,Approve
46997,829,117925,Reject
109810,684,34823,Reject
30868,761,60856,Reject
56398,740,27406,Approve
111578,708,138288,Reject
51246,714,50619,Approve
50561,832,27071,Approve
46254,650,41852,Reject
64512,814,131382,Reject
119532,600,68872,Reject
107395,814,123311,Reject
87865,720,127871,Reject
53580,755,108217,Reject
100959,722,128029,Reject
102144,631,30144,Reject
72485,799,129753,Reject
80621,782,31183,Approve
80665,753,41074,Approve
100412,741,74838,Approve
80603,815,105416,Reject
51038,839,32349,Approve
44325,692,138160,Reject
65892,667,47493,Reject
31753,662,109146,Reject
47996,681,29357,Reject
98811,741,24561,Approve
104283,754,115380,Reject
75211,640,93150,Reject
92820,838,84685,Approve
30824,602,22358,Reject
43880,693,51805,Reject
96617,658,31430,Reject
41517,827,36041,Reject
51683,750,131407,Reject
46876,617,112262,Reject
86354,837,30267,Approve
103802,838,97395,Approve
106719,703,131099,Reject
116602,673,95909,Reject
108413,719,110170,Reject
39982,675,92793,Reject
104504,844,42597,Approve
56598,768,128454,Reject
44639,607,126680,Reject
100210,759,43989,Approve
99852,680,39003,Reject
39695,768,50169,Reject
78582,772,128176,Reject
61094,805,67271,Approve
90635,700,36961,Reject
52187,608,32146,Reject
31214,848,74395,Reject
53940,849,82676,Approve
74406,689,65237,Reject
73481,647,61030,Reject
45977,714,86091,Reject
74839,751,135539,Reject
87874,686,62178,Reject
88414,694,23640,Reject
55538,830,148291,Reject
86241,771,66136,Approve
103501,785,87448,Approve
105133,793,104650,Reject
90481,713,58187,Approve
57740,617,137053,Reject
93328,807,43922,Approve
102105,628,133746,Reject
80643,802,49500,Approve
41881,601,34429,Reject
66996,677,134954,Reject
62177,667,56684,Reject
67177,830,33687,Approve
96126,697,109248,Reject
86531,716,147589,Reject
56119,709,34837,Approve
57915,766,78744,Approve
32708,800,133775,Reject
68749,831,32865,Approve
74989,640,64653,Reject
52106,798,98455,Approve
47131,714,55094,Reject
76553,680,55569,Reject
88144,721,107472,Reject
36553,686,68787,Reject
47881,836,50961,Reject
31379,802,71186,Reject
99306,621,131837,Reject
49726,809,96558,Reject
39088,648,35297,Reject
64314,755,76605,Approve
85041,615,102904,Reject
46350,833,106019,Reject
111397,667,26463,Reject
109509,789,33632,Approve
47769,763,49703,Reject
77249,621,135763,Reject
112862,738,102943,Reject
76365,684,66221,Reject
80185,720,138585,Reject
32786,831,131370,Reject
31620,832,141658,Reject
66303,679,126775,Reject
49589,769,103031,Reject
32882,654,45759,Reject
92248,800,107000,Reject
79322,634,142669,Reject
54524,784,136763,Reject
39745,633,80943,Reject
45861,672,82249,Reject
84261,676,105862,Reject
32837,797,53039,Reject
104135,731,144003,Reject
111447,773,130475,Reject
84380,819,144107,Reject
116089,724,134877,Reject
79831,610,143425,Reject
119349,825,96069,Approve
68255,660,32158,Reject
59520,721,148979,Reject
59541,634,40398,Reject
95772,668,126446,Reject
57350,656,101685,Reject
74397,830,57711,Approve
107085,738,82807,Approve
93865,611,139554,Reject
85956,724,102688,Reject
57453,642,50772,Reject
92345,746,130271,Reject
42906,676,47307,Reject
44988,667,25166,Reject
57723,805,143890,Reject
63800,835,27589,Approve
69107,658,123102,Reject
57430,601,67986,Reject
62535,735,20464,Approve
98476,749,22600,Approve
117329,842,20916,Approve
107798,804,95180,Approve
82284,620,26126,Reject
86232,812,27151,Approve
74420,819,97196,Approve
67710,824,147169,Reject
102497,756,20065,Approve
70498,700,79946,Reject
61283,685,111837,Reject
96169,721,98424,Approve
102358,817,127995,Reject
92457,674,99535,Reject
55968,674,71056,Reject
92508,836,27193,Approve
93220,825,84610,Approve
115366,682,139259,Reject
35738,839,141404,Reject
33098,849,48540,Reject
103633,764,96537,Approve
108672,677,81434,Reject
68244,756,29078,Approve
38253,810,76125,Reject
84333,764,72960,Approve
80969,620,81521,Reject
100423,815,109485,Reject
74411,817,44245,Approve
105028,832,136648,Reject
65421,719,104667,Reject
31454,611,134056,Reject
47522,775,52811,Reject
68575,682,51543,Reject
33192,774,82941,Reject
85268,712,56610,Approve
111311,821,24705,Approve
40402,614,38272,Reject
108610,794,51834,Approve
110781,712,73050,Approve
66527,740,99176,Approve
82181,786,101548,Reject
57002,800,148413,Reject
111219,723,81236,Approve
42460,740,91419,Reject
60482,807,45295,Approve
46447,714,102610,Reject
78228,805,68937,Approve
113265,799,144825,Reject
80126,845,26842,Approve
50545,746,117092,Reject
85114,784,28301,Approve
105350,847,147194,Reject
87801,631,122862,Reject
43890,698,51579,Reject
82482,686,45090,Reject
93397,748,142408,Reject
31740,809,28828,Reject
60121,711,72480,Approve
41218,741,123616,Reject
101591,807,86162,Approve
118241,623,118373,Reject
64722,648,79850,Reject
79431,843,43933,Approve
81543,631,81233,Reject
72000,674,107533,Reject
101975,708,52591,Approve
60921,610,34432,Reject
118747,787,113911,Reject
60614,667,30042,Reject
91189,788,40703,Approve
47601,689,42345,Reject
101543,709,31070,Approve
50514,732,97080,Approve
113312,763,138665,Reject
97612,824,142188,Reject
46292,791,93595,Reject
61510,805,59552,Approve
58000,631,38018,Reject
60383,670,34093,Reject
41785,673,129972,Reject
70910,793,88079,Approve
69028,737,36118,Approve
54855,698,92889,Reject
54281,620,83219,Reject
34841,639,33349,Reject
90155,641,86304,Reject
56918,671,34163,Reject
86313,645,35095,Reject
47443,681,140452,Reject
62250,672,149511,Reject
31922,717,88139,Reject
61976,640,86527,Reject
41991,693,46304,Reject
83744,731,62988,Approve
52733,698,78873,Reject
32473,741,102408,Reject
38108,741,93715,Reject
58715,652,24152,Reject
62210,839,69663,Approve
67317,828,113431,Reject
95516,727,112263,Reject
63362,811,47180,Approve
84604,628,144987,Reject
34889,622,140385,Reject
119557,847,86270,Approve
103748,838,91214,Approve
61971,684,56077,Reject
80551,758,110482,Reject
33201,695,46649,Reject
119882,832,67496,Approve
67958,670,83282,Reject
109251,804,90237,Approve
35681,788,114317,Reject
76870,750,84903,Approve
112256,607,33060,Reject
97203,675,112413,Reject
58152,699,95558,Reject
80061,615,103779,Reject
87619,753,60487,Approve
88235,756,132419,Reject
103740,692,20916,Reject
67890,605,141597,Reject
91401,636,43648,Reject
41217,760,124985,Reject
78351,694,64135,Reject
63741,773,71814,Approve
50654,660,129130,Reject
91314,768,57460,Approve
31408,617,101391,Reject
72903,829,78581,Approve
114208,710,112272,Reject
31218,694,21335,Reject
80572,615,112728,Reject
88798,703,74202,Approve
60105,778,145823,Reject
99634,764,82564,Approve
95063,613,135449,Reject
37619,702,113830,Reject
41939,667,147913,Reject
48226,629,30892,Reject
55322,659,136819,Reject
88215,652,139502,Reject
46878,824,62913,Reject
36560,763,67971,Reject
68278,757,45524,Approve
66212,663,85837,Reject
103079,613,146904,Reject
53946,622,126044,Reject
61740,775,115448,Reject
37253,755,34903,Reject
109311,721,112700,Reject
62813,606,72846,Reject
94331,769,132731,Reject
57632,609,121005,Reject
78365,795,62435,Approve
97593,771,110725,Reject
63431,701,140902,Reject
67436,612,91180,Reject
48413,812,25520,Reject
68485,760,53436,Approve
98232,831,22128,Approve
46101,819,100995,Reject
38831,814,125042,Reject
114583,759,102137,Reject
81897,726,80275,Approve
35004,647,28940,Reject
118241,604,122524,Reject
75924,660,44776,Reject
51509,721,117281,Reject
67170,689,104541,Reject
73555,702,123443,Reject
44662,689,117238,Reject
95930,602,86257,Reject
77403,623,127447,Reject
66365,716,120185,Reject
92188,697,79571,Reject
106060,761,136120,Reject
56673,683,107101,Reject
93471,718,104240,Reject
47156,821,59718,Reject
87287,641,29968,Reject
31645,747,100634,Reject
89076,640,141865,Reject
105351,681,94426,Reject
80151,701,145848,Reject
97384,747,86157,Approve
63541,605,79931,Reject
102847,721,115193,Reject
117099,784,36843,Approve
110739,769,111196,Reject
80955,624,76377,Reject
39290,640,44875,Reject
88942,768,79888,Approve
112667,602,101234,Reject
60143,707,144155,Reject
54509,770,46006,Approve
117780,773,44525,Approve
66741,656,123679,Reject
56898,682,72604,Reject
115674,673,109232,Reject
92948,778,116846,Reject
91768,732,112500,Reject
73262,685,25925,Reject
35506,800,136509,Reject
50605,696,51122,Reject
108590,614,59199,Reject
58231,687,53756,Reject
109397,693,44789,Reject
107123,725,36915,Approve
43515,699,22917,Reject
117211,849,92421,Approve
68622,638,148575,Reject
46600,797,121923,Reject
57892,678,79328,Reject
113279,765,79602,Approve
99310,638,30410,Reject
51801,651,114745,Reject
67695,813,33574,Approve
58853,730,117057,Reject
34429,844,82115,Reject
34606,756,114597,Reject
34478,820,59332,Reject
113816,725,79453,Approve
70134,758,50805,Approve
99963,836,121364,Reject
100897,665,144488,Reject
55475,826,34826,Approve
96177,644,133535,Reject
51730,800,50779,Approve
51113,621,55292,Reject
50011,682,32607,Reject
85746,841,135377,Reject
72853,828,79443,Approve
115195,737,65712,Approve
66818,837,65883,Approve
67321,748,21100,Approve
51309,616,28310,Reject
48688,666,63728,Reject
58176,606,58069,Reject
98879,832,143385,Reject
97592,700,109737,Reject
114728,635,67740,Reject
119012,666,136888,Reject
39416,849,29233,Reject
69994,676,129631,Reject
96422,832,20496,Approve
38584,757,115979,Reject
48830,686,24174,Reject
115825,798,77402,Approve
107066,821,91066,Approve
33591,756,35098,Reject
51395,671,76121,Reject
84182,801,129628,Reject
46738,760,113650,Reject
32631,658,54421,Reject
47905,619,60014,Reject
49056,820,66828,Reject
119082,756,116070,Reject
65447,780,144586,Reject
84418,812,66567,Approve
67190,728,102163,Reject
56014,842,38639,Approve
102999,761,92535,Approve
80278,771,131702,Reject
31780,846,111786,Reject
89258,823,59511,Approve
72192,708,88228,Approve
89300,613,26073,Reject
73923,764,126534,Reject
119196,762,88783,Approve
32395,786,108541,Reject
45779,623,103535,Reject
101028,840,20019,Approve
59722,792,69372,Approve
37111,709,34160,Reject
39984,733,67378,Reject
102328,840,40155,Approve
56924,795,60089,Approve
82703,637,124910,Reject
62577,728,60344,Approve
37711,640,52398,Reject
115548,630,77594,Reject
34096,635,81651,Reject
96555,800,68605,Approve
119848,704,126132,Reject
105012,781,84174,Approve
38254,708,98242,Reject
107120,814,148171,Reject
35965,630,135194,Reject
107000,756,90277,Approve
107975,712,50323,Approve
87987,812,110980,Reject
62963,730,133866,Reject
33273,785,48566,Reject
45330,817,57355,Reject
51494,660,108358,Reject
106422,605,75752,Reject
33212,619,62129,Reject
113441,710,123661,Reject
117594,660,69891,Reject
31080,773,29982,Reject
62675,740,126919,Reject
52007,832,121359,Reject
112641,622,139075,Reject
76815,678,38587,Reject
113482,837,95711,Approve
30639,630,73074,Reject
93593,603,145277,Reject
108038,802,52185,Approve
33736,717,103877,Reject
46473,665,130834,Reject
64019,743,74478,Approve
116623,714,101323,Reject
66820,630,87325,Reject
114861,775,100843,Reject
87589,722,141089,Reject
95807,830,20584,Approve
48414,642,58946,Reject
54220,835,137888,Reject
90531,603,149453,Reject
72425,789,136030,Reject
39387,647,56958,Reject
106815,755,67323,Approve
57584,849,147276,Reject
74783,743,115868,Reject
69809,830,94936,Approve
84327,688,133700,Reject
40857,725,129318,Reject
72261,676,31885,Reject
103588,796,47023,Approve
46995,757,41169,Reject
43580,664,111277,Reject
48240,668,98816,Reject
113446,845,34469,Approve
105752,613,101340,Reject
76111,674,123060,Reject
64866,761,91561,Approve
110974,783,27455,Approve
103401,628,83365,Reject
112093,809,30497,Approve
42211,678,86598,Reject
88985,837,48976,Approve
63268,752,80698,Approve
33646,693,128343,Reject
85371,836,45101,Approve
72816,665,139190,Reject
119460,714,95110,Approve
74112,639,139669,Reject
81048,818,67481,Approve
84911,845,141300,Reject
105446,840,41352,Approve
31778,742,91602,Reject
75752,631,49661,Reject
114977,619,41784,Reject
100726,652,123988,Reject
110840,805,48682,Approve
57289,818,30914,Approve
74788,794,59606,Approve
34747,648,142041,Reject
104822,794,54755,Approve
30045,804,89603,Reject
37758,688,139756,Reject
53437,681,122408,Reject
49585,600,32315,Reject
39854,766,133462,Reject
82076,660,28877,Reject
86950,782,117743,Reject
47349,796,142494,Reject
51348,729,43038,Approve
64296,693,145429,Reject
49455,616,32869,Reject
108824,756,32058,Approve
84021,716,31017,Approve
101923,705,89270,Approve
69293,731,108724,Reject
118552,800,135929,Reject
76116,791,23500,Approve
70484,684,144541,Reject
60215,642,112162,Reject
111638,849,82650,Approve
33404,675,65098,Reject
67260,739,91266,Approve
95642,649,149798,Reject
110731,795,74682,Approve
76009,660,88797,Reject
59605,819,130633,Reject
83205,800,141952,Reject
67569,703,72995,Approve
35580,650,90361,Reject
35400,847,21981,Reject
69643,823,102567,Reject
116173,676,73075,Reject
69015,697,145584,Reject
101713,682,35876,Reject
102805,677,21982,Reject
44974,604,84368,Reject
44037,818,144808,Reject
114292,755,90791,Approve
46167,817,96285,Reject
118754,737,50214,Approve
73148,687,114244,Reject
102153,808,22019,Approve
51534,779,78166,Approve
116078,807,122978,Reject
86879,616,60839,Reject
95839,664,92516,Reject
59756,723,63524,Approve
42683,620,71984,Reject
79485,781,29212,Approve
41025,710,133518,Reject
116426,776,111193,Reject
48715,706,109022,Reject
100097,621,83642,Reject
117116,668,107911,Reject
105705,791,128518,Reject
47116,635,40592,Reject
66744,849,52203,Approve
117579,748,56443,Approve
32124,783,80227,Reject
68051,672,54547,Reject
37176,690,111931,Reject
94818,775,73848,Approve
48676,725,122841,Reject
75177,803,146641,Reject
30997,745,143107,Reject
89330,845,102793,Reject
73769,698,64610,Reject
108653,614,49817,Reject
41231,841,106686,Reject
102976,643,105348,Reject
115447,821,78635,Approve
85965,772,131286,Reject
111144,696,107524,Reject
91517,635,31108,Reject
57387,767,29219,Approve
34090,778,138237,Reject
54945,844,110232,Reject
70239,629,45317,Reject
33743,625,23881,Reject
60924,684,128005,Reject
40196,700,62202,Reject
98860,834,139477,Reject
71400,720,109365,Reject
115177,630,40736,Reject
110399,847,76623,Approve
78795,783,79434,Approve
81553,788,31109,Approve
54111,616,108979,Reject
93083,808,91185,Approve
91600,697,64741,Reject
80022,725,79056,Approve
33199,623,112747,Reject
80897,721,106928,Reject
68038,824,81108,Approve
85038,731,92853,Approve
37897,736,77937,Reject
94541,729,135721,Reject
44892,762,96567,Reject
38271,722,134899,Reject
54815,637,99499,Reject
75612,772,52003,Approve
63357,742,140745,Reject
105088,834,78749,Approve
46267,769,25508,Reject
48268,730,57785,Reject
44263,758,81155,Reject
100935,779,93658,Approve
89660,768,44509,Approve
95527,656,141167,Reject
93379,641,129572,Reject
71271,652,45497,Reject
96612,718,34418,Approve
37235,720,79383,Reject
118757,655,63159,Reject
46417,686,89598,Reject
64609,675,66814,Reject
63902,799,92884,Approve
53645,780,126246,Reject
92873,684,27945,Reject
117218,684,137926,Reject
94558,759,21493,Approve
92233,680,81517,Reject
53401,781,98235,Approve
37771,764,136265,Reject
71335,815,103517,Reject
104451,607,55196,Reject
109434,809,31187,Approve
97449,610,133429,Reject
31942,781,36696,Reject
50388,787,117119,Reject
113251,737,96170,Approve
87042,817,114093,Reject
83740,838,59454,Approve
95873,797,138763,Reject
77024,714,85539,Approve
53450,680,147084,Reject
86965,686,125365,Reject
40057,641,61845,Reject
38983,636,32380,Reject
49995,691,41602,Reject
107681,807,134879,Reject
68886,803,87916,Approve
119025,785,37619,Approve
32673,684,93298,Reject
64890,658,47854,Reject
107513,751,65682,Approve
53466,755,31225,Approve
80406,636,77083,Reject
33688,620,65628,Reject
99284,760,55171,Approve
43665,729,58789,Reject
50641,828,76572,Approve
62500,846,125038,Reject
65797,682,98019,Reject
114766,755,110373,Reject
75950,742,87905,Approve
55046,600,22467,Reject
39638,706,52241,Reject
116363,627,62894,Reject
51173,649,139115,Reject
43222,634,99143,Reject
80064,823,54027,Approve
67010,755,131272,Reject
48095,736,54822,Reject
31439,751,36917,Reject
115550,790,120423,Reject
35375,731,37907,Reject
119023,783,129161,Reject
