Id,Location,Size,Price
12550,Chicago,1430,231822
12551,Los Angeles,1173,1442214
12552,New York,3924,1292404
12553,Los Angeles,3743,474872
12554,Austin,2452,872891
12555,Dallas,1280,135032
12556,San Diego,641,1287500
12557,Denver,2193,1183194
12558,Los Angeles,1744,286793
12559,Chicago,1940,1411803
12560,New York,4398,105298
12561,Boston,3527,449819
12562,San Diego,1479,1353066
12563,Los Angeles,1840,484693
12564,Seattle,1063,1110120
12565,San Diego,1019,248528
12566,Seattle,1370,162526
12567,Boston,1143,570445
12568,Boston,3117,706352
12569,Chicago,4270,497409
12570,Miami,875,1498428
12571,Los Angeles,830,272623
12572,San Diego,3472,656463
12573,Austin,2049,363130
12574,Boston,935,1184480
12575,New York,1024,970020
12576,San Diego,4772,1049242
12577,Austin,1547,374791
12578,Miami,4663,1455150
12579,Chicago,2445,1331469
12580,Chicago,1751,161636
12581,Austin,4386,841628
12582,Seattle,3839,687638
12583,San Diego,1396,1110585
12584,San Diego,3887,912852
12585,Los Angeles,3576,544379
12586,Denver,1518,557322
12587,Denver,3605,1402564
12588,Austin,3935,1316546
12589,Dallas,1116,1312586
12590,Denver,3657,367371
12591,Los Angeles,1305,1128264
12592,San Diego,4735,170753
12593,San Diego,2018,609413
12594,Denver,2974,1038555
12595,Dallas,1811,648378
12596,Boston,1925,1372013
12597,Boston,3592,644612
12598,Los Angeles,2445,824119
12599,Dallas,4848,686645
12600,Los Angeles,4074,975775
12601,Boston,1924,1241258
12602,Chicago,3859,194538
12603,Chicago,3853,1391024
12604,Seattle,2330,1112437
12605,Seattle,3503,1053833
12606,Seattle,1965,1147957
12607,Denver,4933,979768
12608,Austin,4075,752205
12609,Chicago,974,368929
12610,San Diego,2639,188627
12611,Miami,3309,562274
12612,Austin,2867,542354
12613,Miami,2644,1349633
12614,San Diego,1930,266823
12615,Chicago,4587,858138
12616,Chicago,3537,1486960
12617,San Diego,2778,578801
12618,Seattle,2373,493445
12619,Denver,2247,511635
12620,Boston,2422,1474036
12621,Boston,1505,471230
12622,Dallas,4378,531566
12623,Miami,1355,292823
12624,Los Angeles,906,1303952
12625,Denver,2219,1149302
12626,Seattle,4278,191011
12627,Chicago,1196,155943
12628,San Diego,3844,629209
12629,Seattle,3720,1168331
12630,Miami,4256,853069
12631,Austin,2176,196011
12632,Seattle,2773,1423135
12633,Seattle,3587,1261940
12634,Miami,3073,1088871
12635,Seattle,3248,513222
12636,Austin,1913,1075946
12637,Boston,847,1278528
12638,New York,2694,435188
12639,Los Angeles,2746,403345
12640,Boston,2745,1090082
12641,Dallas,2498,854134
12642,Seattle,4698,944867
12643,Dallas,3454,282880
12644,Austin,2084,1248934
12645,Denver,2932,319630
12646,Dallas,1908,1129051
12647,Miami,888,1067600
12648,Seattle,2224,143424
12649,Austin,4186,1396050
12650,Los Angeles,1896,1051875
12651,Boston,3332,1122754
12652,Boston,1043,339156
12653,New York,3839,960275
12654,Los Angeles,1702,1000510
12655,Seattle,3980,510880
12656,Los Angeles,3615,335861
12657,Seattle,1487,1177728
12658,Chicago,1067,560454
12659,San Diego,1308,246740
12660,Chicago,1266,1475100
12661,Dallas,1408,136666
12662,Boston,3999,558972
12663,Boston,1572,946634
12664,Austin,2318,700871
12665,Denver,2553,1031322
12666,San Diego,1176,987511
12667,Austin,3797,383780
12668,Los Angeles,4224,276622
12669,New York,1185,217024
12670,Los Angeles,731,1103649
12671,Los Angeles,3511,1249227
12672,Chicago,4644,826369
12673,Boston,4640,885037
12674,Dallas,2405,281306
12675,Chicago,771,763849
12676,Miami,4199,1393968
12677,Dallas,1469,342576
12678,Los Angeles,3943,806756
12679,Chicago,2265,121867
12680,Miami,2194,321761
12681,Dallas,3333,425064
12682,Miami,3799,1413925
12683,New York,641,340221
12684,Dallas,3517,984477
12685,Denver,1602,630980
12686,Seattle,3846,609186
12687,Dallas,3461,1274436
12688,New York,1576,818479
12689,Chicago,4815,953385
12690,Dallas,2326,991625
12691,Boston,4601,616166
12692,Denver,4460,897803
12693,Miami,1634,1255262
12694,New York,4663,797126
12695,Seattle,3177,804155
12696,New York,1885,878183
12697,Austin,3725,158367
12698,Miami,1455,348516
12699,Los Angeles,4673,601598
12700,Denver,1967,825104
12701,San Diego,4368,604028
12702,Los Angeles,2441,1379041
12703,Los Angeles,1603,547086
12704,Seattle,3294,1075617
12705,Miami,2395,1409368
12706,Dallas,3458,200223
12707,Chicago,2073,188132
12708,Chicago,2593,163279
12709,Seattle,4592,713536
12710,Chicago,3262,915449
12711,Austin,3594,174559
12712,Denver,3102,956737
12713,Denver,963,347041
12714,Miami,2966,189404
12715,Dallas,721,473765
12716,Austin,2151,640259
12717,Boston,3993,1180527
12718,Dallas,2350,1108623
12719,Denver,3161,1216559
12720,Denver,2033,714620
12721,San Diego,4091,957005
12722,Seattle,1558,827008
12723,Dallas,4190,575640
12724,Denver,3420,933949
12725,Denver,3256,435161
12726,San Diego,1374,1140986
12727,Denver,4921,1153424
12728,Miami,2568,173916
12729,Miami,844,126898
12730,Boston,3072,238540
12731,New York,4901,559976
12732,Boston,2762,1253151
12733,New York,917,1462587
12734,Boston,4836,995906
12735,Miami,3602,959590
12736,Denver,3415,1298973
12737,Dallas,1674,1368552
12738,Dallas,1116,999429
12739,Denver,3739,979030
12740,Chicago,3958,731019
12741,Denver,4097,624380
12742,Boston,3738,713236
12743,Denver,4146,1376966
12744,Denver,2324,1482529
12745,Austin,4012,810878
12746,Miami,3207,787330
12747,Denver,4567,1121050
12748,Denver,4882,827972
12749,Miami,2075,661670
12750,New York,4988,227201
12751,Chicago,3699,170013
12752,Miami,1457,264205
12753,New York,3423,845877
12754,Austin,4219,1310744
12755,Boston,3480,653826
12756,Austin,2964,112908
12757,Denver,2405,802529
12758,Denver,2201,344117
12759,Boston,797,211805
12760,Seattle,4703,951468
12761,Austin,4715,1070733
12762,Chicago,2721,1340020
12763,Austin,3799,1345916
12764,Boston,1639,1200830
12765,Austin,1537,1362616
12766,Los Angeles,4804,489280
12767,Boston,706,466753
12768,Dallas,2909,595979
12769,Los Angeles,2099,1436169
12770,Seattle,2497,1242196
12771,Dallas,4831,294897
12772,Dallas,2710,312312
12773,Miami,3729,1364568
12774,Dallas,4129,635819
12775,Dallas,4709,440857
12776,Miami,3022,700096
12777,Miami,3426,325738
12778,Boston,3722,643619
12779,Boston,1168,124593
12780,Seattle,1073,592346
12781,Dallas,4251,1225301
12782,Chicago,2515,1230362
12783,Boston,4684,1461997
12784,Dallas,2731,300120
12785,Boston,2899,1263522
12786,Seattle,4080,1181323
12787,Denver,4347,517892
12788,Seattle,4099,1404718
12789,Dallas,4228,577945
12790,New York,2297,1077333
12791,Chicago,1755,121009
12792,Denver,1910,351390
12793,Boston,3858,645516
12794,Boston,3417,479719
12795,Seattle,1882,187850
12796,Denver,964,730208
12797,Boston,4924,287448
12798,New York,3890,996344
12799,Chicago,2261,588038
12800,Miami,4966,1443944
12801,Denver,1889,912938
12802,Seattle,1464,380155
12803,Seattle,2381,1403165
12804,Dallas,4107,288502
12805,New York,2911,1053856
12806,Los Angeles,3301,113589
12807,New York,4980,815378
12808,Miami,2278,963024
12809,Chicago,3457,690498
12810,Boston,1218,1257327
12811,Miami,1380,274724
12812,Dallas,2665,130356
12813,Denver,3316,867386
12814,Denver,1447,1272305
12815,Los Angeles,4202,1007677
12816,New York,4615,153656
12817,Boston,4494,421812
12818,Austin,1354,1465857
12819,Seattle,4174,658371
12820,Los Angeles,2404,971969
12821,San Diego,1018,616197
12822,Dallas,4757,1049005
12823,Dallas,4510,1210950
12824,Miami,3237,907131
12825,Miami,4953,199753
12826,New York,4756,398712
12827,Miami,1372,1372419
12828,Dallas,3968,548396
12829,Boston,1027,496689
12830,Los Angeles,2671,1220124
12831,Austin,2178,483055
12832,New York,618,244282
12833,San Diego,4029,135413
12834,Austin,1931,936239
12835,Miami,3709,1458081
12836,Austin,2341,1083738
12837,San Diego,3847,829489
12838,Seattle,4708,1400088
12839,Boston,4861,1413408
12840,Miami,3683,186876
12841,Denver,2426,1432685
12842,Seattle,1282,227810
12843,Denver,1789,124747
12844,Miami,786,1293181
12845,Miami,4059,110581
12846,New York,776,847915
12847,Boston,3539,1494018
12848,Dallas,4692,1027990
12849,San Diego,3903,1221148
12850,Chicago,4608,1449667
12851,New York,4246,958965
12852,Denver,668,805432
12853,Boston,1318,443387
12854,New York,2760,239725
12855,Miami,1437,1129800
12856,Chicago,2791,1372646
12857,Dallas,1923,194189
12858,Miami,4906,854960
12859,Seattle,4961,743186
12860,Seattle,1924,1128721
12861,Chicago,1486,510640
12862,Boston,1237,344269
12863,Boston,3794,736412
12864,San Diego,1340,1390928
12865,San Diego,4755,998629
12866,San Diego,2847,248945
12867,Los Angeles,1128,1377895
12868,San Diego,3234,1173307
12869,New York,3174,474175
12870,Seattle,2045,1190980
12871,Boston,1528,882880
12872,New York,1347,776248
12873,Los Angeles,2301,112759
12874,Austin,4151,143964
12875,Austin,669,1086928
12876,Chicago,652,135620
12877,Seattle,1692,1020470
12878,Boston,4337,898833
12879,Seattle,2911,416861
12880,Boston,3593,979963
12881,Miami,1729,515857
12882,Seattle,4282,331432
12883,Los Angeles,3093,801297
12884,Chicago,3478,646580
12885,Denver,1562,1325364
12886,Boston,2442,995700
12887,San Diego,4242,396005
12888,Los Angeles,4051,1213223
12889,Austin,4888,730415
12890,Boston,721,1368540
12891,Los Angeles,1368,417920
12892,Seattle,4315,642517
12893,Dallas,3212,638482
12894,Austin,1471,467803
12895,Los Angeles,1125,1121568
12896,Austin,941,146175
12897,Austin,3560,1426700
12898,Seattle,3901,440834
12899,Austin,1035,1295678
12900,New York,4525,385451
12901,Denver,2508,415582
12902,Chicago,4384,442199
12903,Seattle,3084,1135358
12904,New York,3233,577834
12905,Denver,2103,1015466
12906,Chicago,3094,1488565
12907,San Diego,2825,538524
12908,Miami,3089,681285
12909,Los Angeles,4666,1053412
12910,New York,2347,397558
12911,Dallas,3545,1384022
12912,Denver,4089,780966
12913,Dallas,2973,1232324
12914,San Diego,4684,1107640
12915,Miami,992,817260
12916,Chicago,4415,420832
12917,Dallas,2661,1374191
12918,Boston,3184,628662
12919,Dallas,1887,512581
12920,Dallas,4340,1135701
12921,San Diego,3087,614958
12922,Los Angeles,3888,1034649
12923,Miami,3052,219874
12924,Miami,2827,850303
12925,Seattle,4870,926138
12926,Boston,4371,1226402
12927,Denver,4391,995669
12928,Chicago,3605,1342629
12929,Boston,3869,901798
12930,Denver,2106,453731
12931,Seattle,2167,1206129
12932,Denver,4771,1232883
12933,San Diego,933,542414
12934,New York,2429,1154602
12935,Los Angeles,4965,597156
12936,Chicago,884,957974
12937,Seattle,1509,1324465
12938,Chicago,890,732739
12939,Seattle,4107,708632
12940,Denver,4264,725068
12941,Denver,1844,677724
12942,Boston,711,923754
12943,New York,4030,1460760
12944,Seattle,3172,719683
12945,San Diego,825,1177081
12946,Seattle,1512,1229146
12947,Boston,2819,829616
12948,Boston,4107,1320327
12949,Seattle,1662,482664
12950,Dallas,4247,423891
12951,Dallas,1434,310470
12952,Los Angeles,2843,1304820
12953,Los Angeles,2584,453881
12954,Boston,4144,590934
12955,Boston,1727,685507
12956,New York,3652,1340844
12957,Austin,4428,155071
12958,Denver,4804,326957
12959,Denver,929,924469
12960,Miami,2837,518115
12961,Denver,2255,1108621
12962,New York,2167,853386
12963,Boston,4747,1326208
12964,Austin,3728,805016
12965,New York,2185,234585
12966,San Diego,3144,581817
12967,Dallas,1317,1477336
12968,Boston,1618,1041042
12969,Austin,836,452183
12970,Chicago,1629,131722
12971,Boston,3326,1133477
12972,Austin,2959,1357693
12973,Dallas,1435,1091200
12974,Denver,3263,1435809
12975,Denver,3398,1380813
12976,Boston,1011,437216
12977,Seattle,1835,1465946
12978,Los Angeles,2537,577367
12979,Chicago,4428,573441
12980,Dallas,4480,1362932
12981,Seattle,2208,383725
12982,Boston,3773,846670
12983,Denver,1266,550757
12984,Austin,4552,730024
12985,Miami,1018,401376
12986,Dallas,4290,102413
12987,Denver,2431,1142532
12988,Denver,1089,1324169
12989,Boston,4501,1035833
12990,Miami,2878,418632
12991,Seattle,4186,1361101
12992,Austin,4782,1419184
12993,Chicago,1301,634528
12994,Los Angeles,4144,1186198
12995,Chicago,2728,940726
12996,Miami,4696,1486173
12997,Miami,2288,786497
12998,Boston,2463,1461186
12999,Seattle,3709,824523
13000,San Diego,1246,1253750
13001,New York,918,941970
13002,Boston,1747,336822
13003,Denver,2418,524416
13004,Dallas,4320,1474505
13005,New York,832,1178684
13006,Chicago,1962,1383373
13007,Boston,1552,868678
13008,New York,4883,962556
13009,San Diego,4884,1470472
13010,Dallas,2467,651407
13011,Boston,2919,1227665
13012,Dallas,1291,456193
13013,Chicago,3082,203991
13014,Chicago,3606,264813
13015,Denver,1288,257359
13016,New York,4301,736772
13017,New York,4903,1300509
13018,San Diego,3274,965752
13019,Los Angeles,3106,740099
13020,Austin,4397,508687
13021,Los Angeles,3474,769522
13022,Austin,3798,924998
13023,Chicago,4083,673893
13024,New York,1147,653836
13025,San Diego,2682,119177
13026,Miami,1746,869141
13027,Miami,2975,1160709
13028,Austin,4776,1023492
13029,Dallas,1509,845656
13030,San Diego,2946,431433
13031,Chicago,1238,1453483
13032,Seattle,3983,608524
13033,Miami,3976,281297
13034,Dallas,690,818499
13035,New York,3614,148487
13036,Dallas,1233,854045
13037,Chicago,2096,390805
13038,Boston,3071,1177929
13039,Seattle,1973,1352469
13040,Los Angeles,2968,1062311
13041,Boston,2619,616537
13042,Boston,4819,1331218
13043,Dallas,3231,1184478
13044,Dallas,686,446353
13045,Los Angeles,2745,286455
13046,Miami,3527,1178304
13047,San Diego,1302,199466
13048,San Diego,3648,387238
13049,San Diego,1778,800682
13050,Boston,4382,188508
13051,Chicago,1579,1221541
13052,Boston,4673,679728
13053,New York,954,458478
13054,Miami,4232,999002
13055,Chicago,4734,320520
13056,San Diego,1735,1488998
13057,Los Angeles,4845,969913
13058,Chicago,4966,1485083
13059,Boston,1603,572527
13060,Dallas,3187,950263
13061,Dallas,1488,1191542
13062,New York,2164,919511
13063,Austin,4147,1421232
13064,Los Angeles,2523,1264791
13065,Dallas,3818,1184569
13066,Miami,1657,916939
13067,Miami,1236,1015802
13068,Seattle,2482,513443
13069,Seattle,3707,1452360
13070,San Diego,1387,390980
13071,New York,3861,859772
13072,Dallas,1772,634478
13073,Los Angeles,1301,668090
13074,Denver,954,180779
13075,Los Angeles,1509,1389469
13076,Chicago,4254,200633
13077,Dallas,3035,748232
13078,Miami,3694,598980
13079,Chicago,3980,1424036
13080,Austin,3417,1466635
13081,New York,2877,1429983
13082,Dallas,4525,228788
13083,Dallas,4614,1033349
13084,Denver,4601,1230291
13085,Miami,2579,1473275
13086,Austin,4739,645467
13087,Dallas,619,818247
13088,Miami,2947,1132215
13089,Seattle,1442,775393
13090,Chicago,2813,758802
13091,Dallas,3073,139183
13092,Los Angeles,821,958089
13093,Austin,4178,234834
13094,Miami,1210,834186
13095,Seattle,4752,880537
13096,New York,4571,1439210
13097,Chicago,3505,932991
13098,Boston,919,217101
13099,Seattle,3682,882197
13100,Seattle,1526,1084071
13101,Dallas,4317,1102247
13102,New York,4939,704658
13103,Austin,2788,1339849
13104,Dallas,2426,310741
13105,Denver,1956,1231116
13106,Denver,3378,153367
13107,Boston,4576,1371157
13108,Boston,3131,1439698
13109,Miami,4553,1024795
13110,Austin,3920,1179246
13111,Boston,1132,988933
13112,Miami,3206,1323870
13113,Miami,3298,1366946
13114,Seattle,2568,1141756
13115,Austin,3133,299197
13116,New York,4697,1382302
13117,New York,2383,882459
13118,Boston,1434,879393
13119,Boston,3814,813473
13120,Denver,4526,991169
13121,Boston,1896,404105
13122,Boston,4350,1403980
13123,Denver,4262,1213312
13124,Denver,3707,1210801
13125,Denver,3161,565536
13126,Miami,1661,668765
13127,Dallas,4469,1242993
13128,Los Angeles,2938,638679
13129,Boston,4364,760555
13130,Seattle,2547,1129942
13131,Chicago,2683,404302
13132,Boston,1419,676542
13133,Seattle,992,850158
13134,Austin,2288,1207411
13135,Austin,1838,1151189
13136,Boston,1402,527620
13137,Miami,931,1044093
13138,Denver,4467,1124260
13139,Miami,3393,537796
13140,Los Angeles,2959,325817
13141,Denver,3151,386549
13142,New York,4172,329831
13143,New York,3302,360916
13144,Boston,1667,149082
13145,Austin,3032,939958
13146,Chicago,4703,914826
13147,Denver,3598,431076
13148,Chicago,4926,1193469
13149,Seattle,1755,1454711
13150,Dallas,2811,1439618
13151,Austin,4378,1281878
13152,Chicago,1846,897293
13153,Los Angeles,4115,385021
13154,Dallas,4783,1495531
13155,Seattle,2616,1461555
13156,Los Angeles,2093,1081881
13157,Denver,2167,1106681
13158,Austin,4395,1037602
13159,Los Angeles,2192,339569
13160,Los Angeles,3102,929829
13161,Seattle,4794,1071257
13162,Boston,665,100796
13163,Seattle,4889,115650
13164,Chicago,2007,363980
13165,Dallas,1651,141721
13166,San Diego,3187,1497709
13167,Boston,2302,879734
13168,Austin,3191,1221570
13169,Miami,3900,431204
13170,Chicago,1234,426557
13171,Chicago,2170,1283129
13172,San Diego,1939,1223519
13173,Austin,4618,160620
13174,Chicago,3814,1413935
13175,San Diego,790,619341
13176,Chicago,841,619492
13177,Los Angeles,3597,1303813
13178,Austin,2292,271019
13179,Chicago,4977,679136
13180,Dallas,2232,1301486
13181,Denver,4017,156167
13182,Denver,3097,1096496
13183,Seattle,3623,1152033
13184,Dallas,2891,145739
13185,Seattle,3042,938472
13186,Los Angeles,969,184217
13187,Austin,4467,1157812
13188,Los Angeles,2036,649940
13189,Los Angeles,4935,1246210
13190,Austin,3483,1471859
13191,Seattle,1057,301139
13192,Los Angeles,611,1489737
13193,Los Angeles,3362,375946
13194,Dallas,3276,458053
13195,Chicago,2046,1148134
13196,Austin,1759,809237
13197,Dallas,4770,679256
13198,Dallas,4472,1379020
13199,Dallas,3438,1098886
13200,Miami,2753,1129982
13201,Dallas,2611,1340689
13202,Miami,4285,1393610
13203,Seattle,1003,605133
13204,Chicago,3993,462655
13205,San Diego,2324,180119
13206,Miami,3323,816202
13207,Miami,3088,1298763
13208,New York,4110,1204172
13209,Chicago,1881,1457279
13210,Miami,799,1416133
13211,Miami,841,498581
13212,Miami,2882,467939
13213,New York,2603,1398871
13214,Los Angeles,3247,1197498
13215,Los Angeles,4233,1011918
13216,Seattle,4263,719199
13217,Seattle,3370,725122
13218,Los Angeles,1484,744143
13219,Denver,3539,499746
13220,Miami,3239,1303671
13221,Chicago,3117,1096041
13222,Seattle,3169,553511
13223,Denver,2098,961292
13224,Miami,1212,800169
13225,Seattle,1307,503587
13226,Dallas,2298,394964
13227,Austin,967,692194
13228,Dallas,2172,112862
13229,Seattle,1489,1287693
13230,San Diego,3619,841417
13231,Los Angeles,1768,1337433
13232,Dallas,3555,1440066
13233,Miami,4712,680728
13234,Dallas,4654,1229331
13235,New York,2270,695087
13236,San Diego,3884,1267444
13237,Dallas,1807,483224
13238,Seattle,4135,737925
13239,Boston,2996,863882
13240,Chicago,1144,1143082
13241,Austin,4240,542706
13242,Boston,3184,1362353
13243,Seattle,3589,602631
13244,Los Angeles,1521,972690
13245,Seattle,3756,1254123
13246,Miami,4234,1236589
13247,Dallas,4566,711654
13248,Denver,2830,206809
13249,Los Angeles,3921,1479208
13250,Chicago,3088,188215
13251,Denver,1007,491331
13252,Seattle,4219,520326
